NrESKM,Imie,Nazwisko,Plec,Gatunek,NazwiskoPanienskieMatki,ImieMatki,ImieOjca,Data_urodzenia,MiejsceUrodzenia,MiejsceZamieszkania,MiejsceZameldowania,Wyksztalcenie
465885,LUCJAN,KRIEGELSTEIN,M,ogr,KOCIUMAKA,CARMEN,BRAJAN,3546.4.29,Bednarzówka,Bednarzówka,Bednarzówka,brak
879981,AGATA,CISSEWSKI,K,ogr,MADEJ-NOWAK,OTYLIA,MAREK,3541.5.12,Przybynów,Przybynów,Przybynów,nadludzkie
264588,IGA,CHIKA,K,ogr,KIBUK,DANIELA,JEREMI,3547.9.5,Brudnice,Iląg,Góra,wyższe
443718,DONATAN,WYCZANOWSKI,M,ogr,BADMINOW,AMANDA,SAMUEL,3540.2.13,Roszki-Bieńki,Roszki-Bieńki,Roszki-Bieńki,podstawowe
226644,HELENA,POSDZIECH,K,ogr,PERRONE,JUSTYNA,PASCAL,3546.12.13,Pernalówka Druga,Pernalówka Druga,Pernalówka Druga,średnie
937128,WANESA,MALINOWSKI,K,ogr,OSUWNIAK,OLIMPIA,OLIVIER,3534.5.2,Pod Górą,Hulanka,Hulanka,brak
191704,NINA,SZUL-JAKIEŁA,K,ogr,LEWANDOWSKA-STACHOWIAK,JESSICA,JANUSZ,3537.8.5,Gródek-Kolonia,Kwiatkowizna,Zosin,średnie
493476,RÓŻA,BEKSULTANOVA,K,ogr,MANUJŁOW,WERONIKA,KEWIN,3538.6.17,Bronów,Bronów,Bronów,brak
394226,SELENA,KATSCHEROWSKA,K,ogr,KREIHS,KARINA,MILAN,3542.8.14,Wróblówka,Wróblówka,Wróblówka,wyższe
865657,MALWINA,PIORÓN,K,ogr,OLGUN,ARIANNA,ALEKSY,3500.1.6,Aleksandrów,Turkówka,Plebanka,brak
549827,KLEMENS,HAIDUKEVYCH,M,ogr,KOIZUMI,CARMEN,JULIUSZ,3540.12.18,Adelin,Adelin,Adelin,brak
708064,KARIM,PALMERII,M,ogr,RUSA,KALINA,MACIEJ,3539.7.22,Drążonek,Drążonek,Drążonek,nadludzkie
607823,ALBERT,KLEMENCZAK,M,ogr,SENAKIEWICZ,MAJA,MARIUSZ,3536.8.22,Szlagi,Szlagi,Szlagi,nadludzkie
771909,MICHAEL,LAVRINENKO,M,ogr,DREAS-ORTIZ,KONSTANCJA,FLORIAN,3538.7.25,Wisowa,Wisowa,Wisowa,nadludzkie
127479,BERNARD,ZGLINNICKI,M,ogr,EXNER,KALINA,MIROSŁAW,3515.12.4,Nietuszyna,Nietuszyna,Nietuszyna,brak
591924,DANIEL,KIBIK,M,ogr,PLATJE,ANDŻELIKA,EMIL,3541.10.21,Sielce,Sielce,Sielce,brak
355867,IZABELA,BYKOWSZCZENKO,K,ogr,SZAPER,JOLANTA,WILHELM,3549.11.28,Smycze,Smycze,Smycze,podstawowe
308167,NATHANIEL,CZARTOŁOMNY,M,ogr,DIRSZLAG,MAGDA,LEON,3533.8.9,Mała Wieś,Zamosty,Zamosty,wyższe
192732,ADAM,WAJLAND,M,ogr,OPIEŁA,POLA,FLORIAN,3512.1.29,Do Przybytka,Zbietka,Stawy Grojeckie,podstawowe
192804,BEATA,OLEJNICZUK,K,człowiek,POTRAWKA,NAOMI,NORBERT,3539.2.15,Dorohucza,Dorohucza,Dorohucza,podstawowe
662049,KSAWIER,VYHODOVANETS,M,ogr,ABRAHAMI,BEATA,FILIP,3531.3.22,Kondrajec Szlachecki,Ulica Kocia,Ulica Kocia,brak
137857,INEZ,HLUSHKOVA,K,ogr,KOLCOW,DALIA,DENIS,3524.6.9,Kolonia,Kolonia,Kolonia,brak
510022,JULIA,NIESTIERUK,K,ogr,ANDRABAILA,GABRIELA,SŁAWOMIR,3502.3.27,Dębina,Dębina,Dębina,średnie
932835,ARTUR,HAŁAJCZAK,M,ogr,SCIRKA,NINA,XAVIER,3546.1.5,Podlasie,Podlasie,Podlasie,brak
578597,DAWID,ALDOBAŠIĆ,M,elf,GERIKE,SOPHIE,JULIAN,3538.12.7,Nowy Zagór,Jerzysław,Jerzysław,średnie
939739,ANDRZEJ,KOTARAK,M,ogr,CRISTINO DA SILVA,SYLWIA,MAKSYMILIAN,3529.3.5,Juszczyn,Juszczyn,Juszczyn,wyższe
344341,ANGELIKA,KARMANSKI,K,ogr,DUJARDIN,NATALIA,ALEKSANDER,3510.2.3,Pękowice,Brzeźno,Brzeźno,podstawowe
252563,IWO,SCHABIK,M,ogr,SAMOROWSKA,LIWIA,JAKUB,3547.9.21,Mierkinie,Mierkinie,Mierkinie,brak
330966,KAZIMIERZ,SULIMIR,M,ogr,WÓJCIK-MATUSZEWSKA,NICOL,KLAUDIUSZ,3516.6.13,Szwed,Szwed,Szwed,nadludzkie
600367,ADA,MAZIARZ,K,goblin,FIRIN,WIKTORIA,KEWIN,3528.4.23,Bielkowo,Borki,Błonie,wyższe
349105,ZOJA,NAROŻNIK,K,goblin,BRINCKMANN,CARMEN,GRZEGORZ,3504.10.20,Łubno,Łubno,Łubno,nadludzkie
842822,IGNACY,ORDYŚ,M,ogr,ŻORAWIK,NATASZA,DENIS,3531.9.8,Paszkówka,Zabłocie,Zabłocie,wyższe
133104,HELENA,NETLER,K,ogr,CEGIEŁŁA,KATARZYNA,ROBERT,3539.10.29,Poczekaj,Ugory,Ugory,nadludzkie
854242,MIROSŁAW,KUMIŃSKI,M,ogr,ČONKA,HANA,MILAN,3518.10.21,Góra,Góra,Góra,nadludzkie
878428,OKTAWIAN,DAMMŰLLER,M,goblin,GAPONIAK,RITA,NATHAN,3500.4.16,U Rajdochy,U Rajdochy,U Rajdochy,wyższe
944543,PAWEŁ,GUTOVSKYI,M,ogr,BURCOŃ,PATRYCJA,WINCENTY,3545.5.23,Grójec,Grójec,Grójec,średnie
385752,JULIA,PYSAR,K,ogr,ILYÉS,MILENA,BRUNON,3537.7.13,Nowina,Nowina,Nowina,brak
255441,JÓZEF,BAGDZIUN-MARKACHEV,M,hobbit,NOHAVICA,IGA,FRANCISZEK,3520.8.19,Więckowice,Więckowice,Więckowice,wyższe
696360,WANESSA,POSIADŁOWSKA,K,elf,PUSTOLSKA,BLANKA,FLORIAN,3502.10.5,Janówka,Drążkowo,Wójtostwo,średnie
647714,EMILIAN,SCHEMET,M,goblin,RIECHE,ELŻBIETA,ROMAN,3516.5.8,Przymiarki,Przymiarki,Przymiarki,podstawowe
881285,JULITA,CATALDO,K,goblin,NZENGANI NZOLANI,MARIKA,MATEUSZ,3526.6.29,Rybaki,Rybaki,Rybaki,brak
140831,MARCEL,ŚMIGIELOK,M,ogr,SURAL,VIVIANA,ROCH,3522.8.21,Na Kozicy,Na Kozicy,Na Kozicy,brak
383550,SOPHIE,DZIECHCIARZ-DUDA,K,ogr,MŁODKIEWICZ,MALWINA,KAMIL,3518.6.10,Śnieżki,Śnieżki,Śnieżki,nadludzkie
839064,KRZYSZTOF,TAMAS,M,ogr,PLESKACH,IDALIA,OLIVIER,3509.9.6,Rudnia,Bodzanowice,Bodzanowice,wyższe
837887,LEO,STEPENKO,M,ogr,GORZEN,KARINA,KSAWERY,3510.1.2,Dunajki,Kobierzyn,Cierniki,podstawowe
224969,ROBERT,BORTACKI,M,ogr,SERVOIN,JESSICA,OKTAWIAN,3526.11.30,Bonarów,Bonarów,Bonarów,brak
737891,KRYSTYNA,JERMALONEK,K,ogr,KUCZEROW,NATASZA,LEONARDO,3504.4.19,Podlesie,Podlesie,Podlesie,brak
340561,OLIWIA,GALCAK,K,człowiek,VAN DE CATSIJE,JULIA,KEWIN,3524.5.20,Klapka,Jarzębata,Glinki,wyższe
514223,JANINA,PLESZCZYŃSKA,K,ogr,MIKULSKA-TOMCZYK,LAURA,CEZARY,3519.10.19,Kolonia Posiłowska,Kolonia Posiłowska,Kolonia Posiłowska,średnie
682681,LARYSA,NOWAKOWSKA-ORACZEWSKA,K,ogr,MASEROK,PAULINA,BŁAŻEJ,3533.4.13,Podlesie,Białaszewo,Kossobudy,podstawowe
422147,FABIAN,TULAJA,M,ogr,STILLMARK,NINA,DOMINIK,3526.2.20,Folwark,Folwark,Folwark,średnie
499310,JOLANTA,PHILIPPOT,K,ogr,TORCHÓŁ,SOFIA,CYRYL,3532.7.9,Nozdrzec,Nozdrzec,Nozdrzec,wyższe
964209,BOGDAN,PIEŃCIAK,M,chochlik,GAYTUKAEVA,DIANA,KRYSPIN,3506.6.8,Nagórze,Nagórze,Nagórze,podstawowe
713500,HELENA,BĄCELA,K,ogr,HYSAJ,ŻANETA,MAURYCY,3526.3.13,Brzozowy Hrud,Brzozowy Hrud,Brzozowy Hrud,wyższe
804009,GRACJAN,BASSZARABA,M,ogr,GODONIUK,KORNELIA,NIKODEM,3512.5.15,Stare Wawrzeńczyce,Stare Wawrzeńczyce,Stare Wawrzeńczyce,średnie
538475,KONRAD,SHLAVEN,M,ogr,KUŁAJ-NIEMCZYK,MALWINA,JAKUB,3503.10.17,Kakawa-Kolonia,Nowa Wieś,Nowa Wieś,wyższe
373597,ERYK,FARJASZEWSKI,M,ogr,KUJAS,MAŁGORZATA,NATHANIEL,3522.3.11,Dobrogoszcz,Dobrogoszcz,Dobrogoszcz,średnie
558895,OSCAR,KACHOR,M,ogr,WALANUS,RITA,JEREMIASZ,3539.2.26,Stare Bosewo,Długa Szlachecka,Długa Szlachecka,nadludzkie
470182,VIVIANA,BUGNACKI,K,ogr,OWIECZKO,ESTERA,IVO,3514.5.7,Grabina,Grabina,Grabina,średnie
502747,JULIANNA,DYKCIS,K,ogr,ERDENECHULUUN,SAMANTA,JACEK,3503.7.19,Wólka Grodziska,Wólka Grodziska,Wólka Grodziska,podstawowe
839012,PIOTR,ZAPOROZHCHENKO,M,ogr,WEREMJEWICZ,GLORIA,VINCENT,3534.2.25,Sucha Góra,Sucha Góra,Sucha Góra,podstawowe
300248,ROBERT,CHILEWICZ,M,ogr,JĘCZMIEŃCZUK,ADELAJDA,HENRYK,3541.12.29,Sobienki,Sobienki,Sobienki,podstawowe
645354,LEONARDO,KOKSA,M,ogr,MERTENS,ANITA,DENIS,3515.10.27,Drelów,Drelów,Drelów,podstawowe
445373,LAURA,ZGIERA,K,ogr,OKI,ŁUCJA,OSKAR,3520.10.30,Górny Koniec,Górny Koniec,Górny Koniec,brak
177293,HUGO,JAKMIŃSKI,M,ogr,TROKHYMIUK,SELENA,ALEXANDER,3527.2.28,Jachlówka,Jachlówka,Jachlówka,podstawowe
579161,MALINA,BUCHELD,K,ogr,GERSON,HANA,BRAJAN,3505.6.5,Rola,Rola,Rola,średnie
505185,DAVID,SZAFRANOW,M,ogr,GRATYS,JUSTYNA,IRENEUSZ,3512.8.6,Stara Dębszczyzna,Stara Dębszczyzna,Stara Dębszczyzna,średnie
245110,MIRA,DAŃCZURA,K,wiedźma,MADZIAROWICZ,JANA,LESZEK,3501.8.26,Busin,Busin,Busin,podstawowe
822796,MAJKA,VORONKA,K,ogr,VOLOBUIEVA,HALINA,JEREMIASZ,3534.6.10,Sądowel,Kopana,Kopana,wyższe
554772,IZABELLA,BOBBIO,K,ogr,CIBORSKA,LARYSA,LEOPOLD,3510.11.4,Selwanówka,Selwanówka,Selwanówka,podstawowe
270986,ANIKA,PLATOWSKA,K,ogr,FIENKO,VIVIANA,JÓZEF,3526.5.10,Strzelki,Strzelki,Strzelki,wyższe
785981,ANTONIA,BADOWER,K,ogr,BEBAK-SZCZUCKA,LILLA,BRAYAN,3531.12.16,Bochówko,Bochówko,Bochówko,wyższe
613947,IRENEUSZ,BUJGIŁŁO,M,ogr,PLAZZER,BRYGIDA,KORNEL,3536.10.23,Krzywonoś,Krzywonoś,Krzywonoś,średnie
122846,EWELINA,OZARZEWSKA,K,ogr,TITEL,GABRIELA,BRAYAN,3501.10.21,Rydzewo,Dąbrówka Słupska,Dąbrówka Słupska,podstawowe
262103,MILENA,KROCH,K,ogr,BĄK-MAKOWSKA,NELA,BOGDAN,3538.10.5,Gielniów,Gielniów,Gielniów,średnie
631842,JADWIGA,STRUJ,K,ogr,WOŁOWNIK,ANITA,MIROSŁAW,3537.7.1,Siennica-Gizy,Siennica-Gizy,Siennica-Gizy,nadludzkie
432012,MARCELINA,MOHAMED HASSAN MOBARAK,K,ogr,ŁOWCZYCKA,IWONA,BORYS,3520.8.10,Kresy,Kresy,Kresy,wyższe
390726,DANIELA,PLUTO-PRONDZINSKA,K,wiedźma,ORDZIK,EMILY,MIESZKO,3517.1.9,Rogierówko,Rogierówko,Rogierówko,wyższe
475332,JAN,ISALOV,M,ogr,ŚCIŁBA,PATRYCJA,MAKSYMILIAN,3518.7.11,Bunar,Kazin,Kazin,wyższe
746064,LILIANA,URBANELIS,K,ogr,MĄKOLSKA,EMILIA,KOSMA,3544.7.28,Gołaczów,Gołaczów,Gołaczów,wyższe
288642,GABRIEL,GIANFRATE,M,ogr,BRUNKAŁ,NICOL,TEODOR,3506.3.16,Sadowiec-Pustki,Sadowiec-Pustki,Sadowiec-Pustki,średnie
397393,RADOSŁAW,KICOFER,M,ogr,DAŁOMIS,ESTERA,IWO,3540.2.8,Bruchwałd,Solec,Staw,średnie
683256,ALEXANDRA,SOBAIŃSKA,K,ogr,REJ,MARCJANNA,DAMIAN,3517.9.22,Gurcz,Gurcz,Gurcz,podstawowe
232208,IVO,MACHTURA,M,ogr,MEDEROWSKA,MARIKA,KASJAN,3545.11.7,Szlifiernia,Kolonia Przywitowska,Kolonia Przywitowska,brak
614858,VINCENT,SZKUDLARA,M,gnom,WAGUCA-JĄCZEK,CELINA,KORNEL,3534.4.30,Dybawka Dolna,Dybawka Dolna,Dybawka Dolna,podstawowe
762611,LARA,GUMÓŁA,K,ogr,WOJSZEL,AMANDA,KLAUDIUSZ,3508.1.12,Helenów,Nowa Wieś,Nowa Wieś,średnie
309354,FELICJA,CZORAJ,K,krasnal,SWIĘTASZCZYK,OLGA,IGNACY,3529.4.14,Proszowiec,Proszowiec,Proszowiec,podstawowe
764161,JEREMIASZ,ROGÓŹ,M,ogr,STUBBINGTON,TOLA,NATAN,3521.4.9,Kawęczyn,Palestyna,Palestyna,średnie
539006,ROMAN,GMITRZUK,M,ogr,GARNIEWSKA,KRYSTYNA,ALEKS,3517.5.14,Gotowizna,Gotowizna,Gotowizna,wyższe
170499,HUBERT,HRYCYK,M,ogr,OHNUT,HANA,ANDRZEJ,3511.3.22,Ryplówka,Ryplówka,Ryplówka,średnie
368306,MARIA,WIZBORUS,K,ogr,ARCINIEGA,KSENIA,BOLESŁAW,3518.10.24,Wólka Zatorska-Gajówka,Wólka Zatorska-Gajówka,Wólka Zatorska-Gajówka,średnie
406609,AGATA,DEMKE,K,ogr,KUREKOVÁ,ŻANETA,KEVIN,3527.1.3,Olender,Olender,Olender,brak
255885,FRANCISZKA,KOWALSKA-RÓG,K,ogr,SMALCHUK,ANETA,BRAJAN,3547.8.28,Dziadówki,Buciory,Buciory,podstawowe
581402,EMIL,OSETOWSKI,M,ogr,DROBJEWSKA,KONSTANCJA,BENJAMIN,3514.7.20,Sularzówka,Sularzówka,Sularzówka,wyższe
561292,MIŁOSZ,MYSHKOVETS,M,ogr,WIRSZAŁOWSKA,MALINA,GABRIEL,3510.3.17,Marianki,Chełchy,Mstyczów,brak
840374,MARTA,NIEDBAŁOWSKA,K,ogr,KOWALSKA-LIS,OLIWIA,RADOSŁAW,3542.4.6,Jabłonowo,Jabłonowo,Jabłonowo,nadludzkie
213634,JUDYTA,NIETSZ,K,goblin,LAABIDI,LENA,KASPIAN,3531.8.6,Orzechówek,Helenów,Helenów,brak
412417,KSAWERY,GABRJANCZYK,M,ogr,BORTYŃSKA,NOEMI,KSAWIER,3520.4.7,Ulanów,Ulanów,Ulanów,podstawowe
672687,SELENA,HAWRYLECKA,K,ogr,OBORNA,OKSANA,JONATAN,3534.7.1,Sopoty,Sopoty,Sopoty,nadludzkie
203965,DANUTA,MICHALSKA-KACZMAREK,K,człowiek,BORODZIUK-STOPCZYŃSKA,NOEMI,MAREK,3502.8.19,Halinówka,Kępa,Kępa,brak
272551,HALINA,FASSL,K,człowiek,RAZMINOWICZ,DANIELA,KORDIAN,3510.5.16,Zastocze,Zastocze,Zastocze,podstawowe
151169,GAJA,ŁUKSZTO,K,ogr,KAŹMIERCZAK-PIASECKA,SANDRA,OSKAR,3540.6.18,Gorzuchy,Gorzuchy,Gorzuchy,średnie
566239,ANIELA,DE PARIS,K,krasnal,DYRAŁA,FAUSTYNA,REMIGIUSZ,3530.4.26,Śródmieście,Śródmieście,Śródmieście,brak
246584,TATIANA,PAGÓRSKA,K,goblin,KORYBKO,SOFIA,FILIP,3550.5.28,Zatyki,Kątek,Kątek,średnie
980970,ANGELIKA,MACIAŃSKA,K,ogr,ZAKHVATOVICH,OKTAWIA,RYAN,3527.7.26,Kolonia Nasutów,Kolonia Nasutów,Kolonia Nasutów,wyższe
863062,ANETA,SKAWIŃSKI,K,ogr,WILERT,JUDYTA,TEOFIL,3550.2.6,Podlas,Podlas,Podlas,średnie
634703,JANUSZ,JENSSVEEN,M,ogr,KLAFKA,DOBRAWA,KLAUDIUSZ,3543.3.5,Huby pod Lasem,Huby pod Lasem,Huby pod Lasem,podstawowe
947996,WINCENTY,ARCEWICZ,M,ogr,SZERENKOWSKA,HONORATA,DAWID,3530.2.21,Maliniec,Kępa,Zarębki,wyższe
364588,JADWIGA,SZPIKOSKA,K,ogr,BĄCZEK-KARPIŃSKA,DOBRAWA,BENEDYKT,3524.9.20,Cegielnia,Pietrele,Bociany,średnie
965234,ŁUKASZ,BADZIMIEROWSKI,M,wiedźma,SZEJNOCH,AMANDA,PHILIP,3526.8.17,Ulesie,Ulesie,Ulesie,wyższe
476954,AGNIESZKA,BILKUN,K,ogr,MAŃKO-MATYSIAK,MILENA,STANISŁAW,3519.4.6,Durajówka,Jasiona,Jasiona,podstawowe
136836,SANDRA,KUCAJDA,K,ogr,FRITSCH,EWA,OLIVER,3528.1.16,Maryniów,Maryniów,Maryniów,brak
604717,DORIAN,GRANASIUK,M,ogr,SARZYŃSKA-MAZUREK,CELINA,RADOSŁAW,3549.3.8,Tursko Wielkie-Koziarówka,Tarnawa-Wydanka,Od Prebendy,wyższe
837068,ANNA,ALMQVIST,K,ogr,CIEBIERA,MIRA,MIŁOSZ,3506.11.8,Rozbój,Rozbój,Rozbój,nadludzkie
123291,ARON,EL MAHDI,M,ogr,GRYCZYSZKIN,WANDA,ZBIGNIEW,3507.4.7,Bronisławów,Bronisławów,Bronisławów,podstawowe
462441,MARIANNA,WACHLER,K,ogr,HORILA,LIDIA,FRANCISZEK,3536.10.24,Albertów-Cegielnia,Albertów-Cegielnia,Albertów-Cegielnia,średnie
430954,KLEMENS,RACHKOVSKYI,M,ogr,MANKO,MIA,MILAN,3504.4.10,Brzezinki,Stara Wieś,Klećbudy,podstawowe
184270,LILA,DEDUCHOWSKA,K,ogr,VINCENZ,CARMEN,FELIKS,3517.8.16,Borzymowice,Grabinka,Bęczyn,nadludzkie
736203,SEBASTIAN,DORA,M,człowiek,SZAJOWSKA,ANDŻELIKA,OLGIERD,3540.6.4,Janów,Koszanowo,Koszanowo,średnie
711887,IDA,JONDA,K,ogr,LALIKOWSKA,STEFANIA,ANTONI,3506.4.24,Wielka Debrza,Wielka Debrza,Wielka Debrza,nadludzkie
769033,KEVIN,SENYSHYN GURYNOWICZ,M,krasnal,TEŁEWIAK,ZOJA,DOMINIK,3505.10.19,Rogów,Rogów,Rogów,podstawowe
628750,KONSTANCJA,ARENHÖVEL,K,ogr,KRYKLYVA,NICOLA,ARKADIUSZ,3518.7.29,Garczyn,Garczyn,Garczyn,wyższe
204564,KOSMA,NOSOWICZ,M,ogr,GNIOŹDZIORZ,EDYTA,WINCENTY,3504.2.23,Kierwiny,Dobrosław,Smugi,średnie
397552,NICOLE,CHYRCHAŁA,K,ogr,AWINOWICKA,ADELAJDA,MIŁOSZ,3516.9.24,Wierzchowo-Dworzec,Wierzchowo-Dworzec,Wierzchowo-Dworzec,podstawowe
143373,KAI,KAŁUSEK,M,ogr,SZYTTENHOLM,OKTAWIA,FABIAN,3511.6.27,Wygon,Wygon,Wygon,wyższe
265800,ANTONIA,ROGODA,K,ogr,OLEJCZYK,MAGDA,CEZARY,3509.10.21,Jankówek,Lubocz,Pszczółczyn,brak
150626,EWELINA,DOVGOSHYIA,K,ogr,FONIOK,JANINA,LEONARD,3535.10.24,Nowe Linie,Sakówko,Sakówko,wyższe
374479,NICOLE,STĘPIEŃ-ŻAK,K,ogr,BRZECHWA,KARINA,EMANUEL,3541.8.9,Biesiekierz,Przylepka,Przylepka,brak
701361,ELŻBIETA,NOHANOWICZ,K,wiedźma,TROCHIMOWSKA,ADA,TYMON,3537.9.13,Perki-Mazowsze,Perki-Mazowsze,Perki-Mazowsze,podstawowe
803889,NORBERT,GRABCZUK,M,ogr,GRABOS,IZABELLA,KOSMA,3543.1.28,Podgrabowa,Nury,Nagórze,podstawowe
913867,FELIKS,BAJRAKOWSKI,M,ogr,ŁASZKOWSKA,MILA,DANIEL,3529.1.18,Kolonia Druga,Kolonia Druga,Kolonia Druga,brak
728540,GUSTAW,LAIMECHE,M,ogr,RUGGIERI,ROZALIA,KAROL,3511.6.11,Michaliczki,Michaliczki,Michaliczki,średnie
730854,MARCELA,PARZER,K,ogr,BERHEL,CECYLIA,MAREK,3545.3.26,Meszna,Meszna,Meszna,nadludzkie
961904,BARBARA,SOSGÓRNIK,K,ogr,KOTLER,LENA,ANATOL,3545.4.14,Dąbrówka,Dąbrówka,Dąbrówka,średnie
891127,JAROSŁAW,KASIELSKI,M,wiedźma,KROTLA,LUCYNA,JÓZEF,3542.4.16,Ogary,Ogary,Ogary,brak
793907,DIANA,SHASHOK,K,hobbit,ANDREJEWSKA,PAULA,BRAYAN,3527.12.25,Olsza,Ruda Białaczowska,Poczekaj,wyższe
683561,IWONA,SZLOSECKA,K,hobbit,KABAŁYK,KORNELIA,NATHANIEL,3512.12.27,Starościn,Koble Daniszewskie,Koble Daniszewskie,nadludzkie
699787,ALEKSY,DAMULEWICZ,M,ogr,REDUTA,MALINA,BARTOSZ,3522.8.21,Drzewianica,Kowale,Kowale,średnie
538150,TOMASZ,SZLUCHO,M,ogr,BENEDYCZUK,LUIZA,IVO,3527.2.6,Bogucin Mały,Bogucin Mały,Bogucin Mały,wyższe
871088,LILIANA,FEDE,K,ogr,POKRENTOWSKA,LIVIA,BŁAŻEJ,3548.6.4,Magurka,Folwark,Gniewskie Pole,podstawowe
553747,IDA,KLIMKIEWICZ,K,ogr,DEMIANICZ,ANITA,BARTOSZ,3505.2.12,Porajów,Myślakowice,Myślakowice,wyższe
835822,ZACHARY,HUMAYDI,M,ogr,BULICKA,NICOL,ZIEMOWIT,3533.8.19,Rusnakówka,Rusnakówka,Rusnakówka,średnie
272988,TYMON,LANZONI,M,ogr,ZAHREDDINE,SOPHIE,ZBIGNIEW,3529.7.4,Króle Duże,Króle Duże,Króle Duże,podstawowe
881287,BOLESŁAW,WOŁOSIAK,M,ogr,HŁYNIAŃSKA,KATIA,JEREMIASZ,3510.5.27,Kolonia Kromszewska,Kolonia Kromszewska,Kolonia Kromszewska,wyższe
136441,ANDŻELIKA,RŻECKA,K,ogr,VANECEK,PAULA,ARKADIUSZ,3524.4.21,Okopy,Pomyków,Pomyków,nadludzkie
306239,KATARZYNA,ZLOTENKO,K,ogr,KUTEREK,POLA,GRZEGORZ,3523.4.16,Podgórki,Podgórki,Podgórki,brak
227957,KLEMENTYNA,JARMACKA,K,ogr,WANDERER,JOLANTA,NATAN,3516.11.29,Zbrojewsko,Zalesie,Zalesie,wyższe
934003,SOPHIE,BUZALEWICZ,K,ogr,SIUDAKIEWICZ,BRYGIDA,SZCZEPAN,3502.10.9,Kalinowa,Kalinowa,Kalinowa,średnie
501290,KONSTANTY,NIESYN,M,ogr,NOWAK-SIMOES,DANIELA,HENRYK,3545.9.25,Zastawie,Zastawie,Zastawie,nadludzkie
110741,PAULINA,SZELESTOWSKA,K,ogr,HERMACKA,ANASTAZJA,PIOTR,3508.12.6,Przybyszewo,Przybyszewo,Przybyszewo,brak
200268,ADAM,KABICZKE,M,człowiek,BAFANDZA,NAOMI,BARTŁOMIEJ,3538.4.2,Olszewo,Paryje,Paryje,wyższe
734080,JEREMI,BEJAOUI,M,ogr,NACHURNA,APOLONIA,JEREMI,3534.2.29,Młyn,Młyn,Młyn,średnie
591896,IWO,ZELER,M,ogr,CHROSCZILEWSKA,LARYSA,LEON,3521.10.13,Gozdawa,Gozdawa,Gozdawa,średnie
555213,BRAYAN,HULSEY,M,ogr,JARZMICKA,JANA,JOACHIM,3526.10.29,Wrotnów,Korzeniówka Mała,Kromnów,średnie
875910,TOBIASZ,PRAŻAK,M,ogr,PORZYCZKA,NICOLE,JÓZEF,3512.2.23,Staszyn,Staszyn,Staszyn,brak
956293,BOLESŁAW,BAGIROW,M,ogr,HEJKO,DAGMARA,LEOPOLD,3534.10.28,Zadorówka,Zadorówka,Zadorówka,nadludzkie
191499,TAMARA,PRYCIUK,K,ogr,BUGL,NAOMI,BENEDYKT,3501.1.21,Kolisty Groń,Mąkoszyce,Mąkoszyce,wyższe
386602,ROBERT,SPALEK,M,wiedźma,JAWORSKA-BUCZEK,IZABELA,BENIAMIN,3523.2.27,Radzowice,Młynczyska,Młynczyska,wyższe
720580,JOEL,SAWIDIS,M,ogr,HEREZY,NEL,SŁAWOMIR,3523.11.21,Pysząca,Pysząca,Pysząca,wyższe
868897,IGNACY,ŁUCZYŃSKI,M,ogr,MANKOW,RITA,ALAN,3529.11.28,Grabie,Grabie,Grabie,brak
975685,WINCENTY,RZYMEK,M,ogr,BLACHAS,ANNA,WIKTOR,3533.4.4,Szarglew,Szarglew,Szarglew,wyższe
775375,OKSANA,MPONGILI-BOSSU,K,ogr,WILGOS,KARINA,RAFAŁ,3510.10.12,Rajsko,Rajsko,Rajsko,nadludzkie
395496,JULIA,SZULTER,K,ogr,KOWALCZYK-KĘDZIERSKA,MATYLDA,ARKADIUSZ,3533.3.2,Ponikwy,Biesiadki,Biesiadki,podstawowe
106384,AGNIESZKA,MAKAREINIS,K,ogr,ÇALIŞKANER,JOLANTA,KORDIAN,3509.8.2,Komadzyn,Komadzyn,Komadzyn,podstawowe
607610,CYRYL,SZYMOJKO,M,goblin,VARANETSKAYA,JUDYTA,JANUSZ,3518.6.12,Jeżopole,Skubarczewo,Skubarczewo,podstawowe
333761,ALICJA,JEGORÓW,K,ogr,MARCINIAK-WIĘCKOWSKA,ANDŻELIKA,AUGUST,3509.8.23,Dąbków,Dąbków,Dąbków,wyższe
973662,RITA,STOKLOSA,K,ogr,SEBESIUK,NATALIA,GNIEWOMIR,3534.5.10,Żyznówka,Piotrów-Podłazy,Piotrów-Podłazy,brak
663557,JEREMIASZ,POZHARNYUK,M,ogr,OMOLECKA,SOFIA,SŁAWOMIR,3502.12.14,Powodów Pierwszy,Powodów Pierwszy,Powodów Pierwszy,wyższe
369363,BOGNA,SHVAB,K,hobbit,OFLUS,POLA,RYSZARD,3505.1.6,Drozdki,Drozdki,Drozdki,wyższe
252881,LAURA,SERĘGA,K,ogr,CICI,MIA,ALEKSANDER,3500.9.29,Sikory-Piotrowice,Sikory-Piotrowice,Sikory-Piotrowice,brak
267918,MIECZYSŁAW,TSOVKO,M,ogr,KULIGOWSKA-KUBIAK,MARLENA,KORNELIUSZ,3515.6.1,Brzeźniaki,Podgaje,Podgaje,podstawowe
731650,RADOSŁAW,GLANDZBERG,M,ogr,ROSENFELD,ANIELA,BRUNO,3550.12.12,Krasków,Godziszów,Folwarki Wielkie,średnie
