NrESKM,Imie,Nazwisko,Plec,Gatunek,NazwiskoPanienskieMatki,ImieMatki,ImieOjca,Data_urodzenia,MiejsceUrodzenia,MiejsceZamieszkania,MiejsceZameldowania,Wyksztalcenie
406908,PATRYCJA,KIWATROWSKA,K,ogr,GLUZ,FAUSTYNA,KAI,3527.5.20,Karpiska,Karpiska,Karpiska,wyższe
340275,FRYDERYK,SZPADA,M,ogr,HAGHJOO,ROXANA,TOBIASZ,3513.11.14,Słone,Nad Pilicą,Nad Pilicą,nadludzkie
458675,JACEK,KUDZIA,M,ogr,JAROC,PAULA,RADOSŁAW,3500.8.7,Duszówka,Prokowo,Dziemianówka,średnie
274589,MILENA,NALEWAJEK,K,ogr,BEDURKE,IDALIA,MARCIN,3503.1.29,Liniewskie Góry,Niegowonice,Niegowonice,podstawowe
819927,VICTORIA,SEGENTOWSKA,K,ogr,MACHUT,STEFANIA,MIESZKO,3511.4.3,Prostkowo,Prostkowo,Prostkowo,brak
669250,IDA,KRUTKI,K,ogr,SZPRYNGIER,OTYLIA,LEONARDO,3523.7.19,Smolary,Smolary,Smolary,brak
962541,HANNA,PANIUSH,K,ogr,BALIGA,MONIKA,FRANCISZEK,3513.2.29,Dolina Trzech Stawów,Dolina Trzech Stawów,Dolina Trzech Stawów,brak
407043,KSAWIER,FEDIUSZKO,M,ogr,SIERPIŃSKI,ALINA,NATAN,3525.2.14,Ośniki,Ośniki,Ośniki,podstawowe
963215,ALEKSANDRA,SADRAKUŁA,K,wiedźma,MAJENKA,DARIA,BRUNON,3546.10.16,Kosiny,Kosiny,Kosiny,nadludzkie
952564,NICOLA,KŁYSIEWSKA,K,ogr,NYKOŁAJCZUK,JULIA,OLGIERD,3509.4.1,Potoki,Potoki,Potoki,brak
437879,SARA,KONSTANTYNOVA,K,ogr,REITHER,OLIMPIA,IGNACY,3516.3.2,Kosianka Stara,Kosianka Stara,Kosianka Stara,podstawowe
931753,IDA,GORUŚ,K,chochlik,OKMIŃSKA,ORIANA,ROBERT,3516.10.7,Dybła,Margrabczyzna,Kamiennik,wyższe
678401,SZCZEPAN,BRAJER,M,ogr,SANEK,MAGDALENA,HENRYK,3542.9.2,Podberwy,Podberwy,Podberwy,brak
160823,SOPHIE,ZARAŚ,K,ogr,BARTUNEK,OKTAWIA,SAMUEL,3535.4.11,Litwa,Borowina,Borowina,brak
577204,KORNEL,FRENZEL,M,ogr,KASTNER,AGNIESZKA,GNIEWOMIR,3503.9.19,Kępa Nagnajewska,Zawada,Wólka Kawęcka,średnie
253386,MILAN,WAJDYK,M,ogr,KUŹNIOK,ADELAJDA,KONRAD,3518.5.25,Cisie,Cisie,Cisie,podstawowe
975694,NAOMI,MĘDERSKA,K,ogr,BREITENWALD,JAGNA,KAMIL,3517.11.19,Podlaski,Podlaski,Podlaski,nadludzkie
610428,VANESSA,KUŁACKA,K,ogr,JERGIENIEW,JOANNA,BOGDAN,3504.10.4,Gacisko,Gacisko,Gacisko,podstawowe
509454,MAXYMILIAN,LAZARENKO,M,ogr,PANIUTA,KLEMENTYNA,ARTUR,3501.9.7,Nowa Wieś,Kolonia Leśna,Kolonia Leśna,podstawowe
788831,ROCH,ZIACHOWICZ,M,ogr,MYSZTA,FELICJA,GABRIEL,3526.12.20,Doliwiec Leśny,Ożarki-Olszanka,Ożarki-Olszanka,wyższe
815620,ZBIGNIEW,BAŁACIŃSKI,M,ogr,HULSMANS,JOLANTA,KUBA,3519.7.22,Myśliszów,Myśliszów,Myśliszów,brak
224485,WILHELM,CIPRIANI,M,człowiek,DYŁA-DOMIŃSKA,POLA,JANUSZ,3537.7.13,Koziczynek,Kaczyce,Kaczyce,podstawowe
990642,ANITA,WENDLIK,K,ogr,LANGMANN,POLA,NATAN,3508.6.13,Dulsk-Frankowo,Stary Jaz,Zamość,podstawowe
916867,KAMIL,DUBETSKYY,M,ogr,SZEJD,INGA,JONATAN,3504.9.2,Biskupice,Żabickie,Żabickie,podstawowe
433447,TEODOR,PAKHARENKO,M,ogr,RETWIŃSKA,GRETA,NATAN,3512.2.19,Sobianowice,Sobianowice,Sobianowice,nadludzkie
496093,DANUTA,DUDEK-IGNACZAK,K,ogr,BULAWA,WERONIKA,KEWIN,3511.4.19,Jankowo,Kadłubski Piec,Bezławki,wyższe
113709,KRYSTYNA,SERAFIMOWICZ,K,ogr,OLEYNIKOVA,NICOLA,EMILIAN,3516.9.17,Rybieniec,Rybieniec,Rybieniec,średnie
594134,LILIA,GRUDKO,K,ogr,ABDEL BAGI,LUDWIKA,PAWEŁ,3545.5.28,Mękarzowice,Mękarzowice,Mękarzowice,nadludzkie
311109,BRUNO,NAJBICZ,M,ogr,KUNAC,MELISA,FELIKS,3506.11.28,Kuźnia Goszczańska,Kuźnia Goszczańska,Kuźnia Goszczańska,nadludzkie
336085,MILA,NOGOWCZYK,K,ogr,KADEJ,MIRIAM,KACPER,3535.8.16,Zieleniec,Jamno,Lipniki,wyższe
253525,PAWEŁ,SIUDYM,M,ogr,KRZYSZPIEŃ,URSZULA,MARCIN,3511.4.15,Durlakówka,Stara Wieś,Adamów,brak
555814,KUBA,FIEĆKO,M,gnom,ZROBOK,GABRIELA,EDWARD,3538.4.13,Pasternik,Pasternik,Pasternik,brak
690483,ELENA,VERBYTSKA,K,ogr,MATOCHNIEJCZUK,KSENIA,SERGIUSZ,3512.2.3,Nida,Dębiniec,Dębiniec,podstawowe
243514,KRYSTIAN,LEROCH,M,ogr,ŻĘŻAWA,LARYSA,MARIUSZ,3500.9.20,Dziadówka,Gorzyce Małe,Gorzyce Małe,średnie
805531,MICHALINA,KODOR,K,ogr,WODZYŃSKA,LARYSA,BOGUSŁAW,3539.2.10,Bugaj,Bugaj,Bugaj,podstawowe
820369,ADAM,ŠULER,M,ogr,SEMIANIAKA,CARMEN,KRYSTIAN,3549.2.19,Nozdrzec,Nozdrzec,Nozdrzec,średnie
902840,KATIA,PAŁUTA,K,elf,BAŁABUN,JUDYTA,BERNARD,3524.11.26,Chojnata,Leśniczówka Kaczka,Leśniczówka Kaczka,średnie
590952,PAWEŁ,ASP,M,ogr,BĘDA,MALWINA,LEONARD,3502.9.19,Olek,Bełcze,Weselno,średnie
296088,NOEMI,MALANOWSKA,K,ogr,RUSLAN,MIRIAM,MATEUSZ,3547.7.5,Dąbrowa Leśna,Kolonia Poczesna,Folwark,podstawowe
513742,ELŻBIETA,MAJOWIEC,K,ogr,NUSMEIER,KARINA,ARTUR,3526.2.19,Michałówka,Michałówka,Michałówka,brak
948469,DOBRAWA,SZLAHS,K,hobbit,SPEIR,KSENIA,JÓZEF,3544.2.10,Strzebielinek,Strzebielinek,Strzebielinek,brak
891542,OLIVER,VAN DEN BERGE,M,ogr,SCHWIETZ,GABRIELA,JÓZEF,3537.1.8,Orłowce,Grodno,Gwizdałówka,nadludzkie
935354,KEWIN,KHAIRI,M,ogr,MENDEZ,SAMANTA,JOACHIM,3527.9.5,Wietszyce,Zielone Osiedle,Zielone Osiedle,brak
681218,FAUSTYNA,ADRANOWSKA,K,ogr,GODRECKA-BAREAU,MICHELLE,ARKADIUSZ,3527.5.5,Szczurkowa,Boguszów-Gorce,Boguszów-Gorce,podstawowe
551083,ANTONI,GLINIEWICZ,M,ogr,SURKOW,ROZALIA,LUDWIK,3540.7.22,Wielewo,Wielewo,Wielewo,podstawowe
729664,KAJETAN,CHWIĘDACZ,M,hobbit,KRIEGSEISEN,DALIA,MAREK,3503.1.23,Iwno,Góra,Jaroszówka,średnie
974146,BLANKA,SZAŁAJ,K,ogr,DMITRASIEWICZ,DARIA,KAMIL,3515.5.12,Do Kowala,Góry Strachanowskie,Czesławice,podstawowe
918358,RÓŻA,FRASZCZAK VEL JÓSZCZAK,K,ogr,NIKOLI,MARZENA,GNIEWKO,3503.8.15,Mroczkowa,Mroczkowa,Mroczkowa,wyższe
798560,SAMUEL,RUMMEL,M,ogr,COLLIS,MAYA,TEODOR,3507.5.23,Żelków-Kolonia,Wilczyce,Wilczyce,wyższe
594882,OLIMPIA,CHYTRYK,K,ogr,KORDELEWICZ,KLARA,SEWERYN,3504.5.1,Babiniec,Strzeblew,Międzyborze,brak
384481,MILA,HOVENKO,K,ogr,ARPENTIN,OLGA,OLAF,3548.2.7,Pustkowie,Pustkowie,Pustkowie,nadludzkie
471010,ARON,STURZA,M,ogr,ZIAMAJDA,ELENA,KAZIMIERZ,3505.9.29,Bartkowice,Bartkowice,Bartkowice,wyższe
657571,NOEMI,PACHOŃ,K,ogr,FRISZKO,PAULINA,TEOFIL,3508.8.9,Kędzierz,Nowa Wieś,Nowa Wieś,podstawowe
712205,MIROSŁAW,ROGUŚ,M,ogr,STRIEWSKA,OKSANA,DAMIAN,3510.12.19,Prędocin-Kolonia,Prędocin-Kolonia,Prędocin-Kolonia,średnie
134582,DOBRAWA,MILCZUCH,K,ogr,IURIEVA,DOBROCHNA,BRUNON,3508.2.5,Kozia Góra,Laski,Laski,podstawowe
654303,ANDRZEJ,WYLCZYK,M,ogr,PHANTAROS,OLGA,TEOFIL,3507.8.15,Barkowice Mokre,Barkowice Mokre,Barkowice Mokre,wyższe
906584,INGA,STANIUKIEWICZ,K,ogr,POKROPIŃSKA,RÓŻA,TADEUSZ,3543.12.16,Kamień,Kamień,Kamień,wyższe
437587,BARBARA,DRYJAS,K,ogr,MACZUCH,KONSTANCJA,TADEUSZ,3531.10.26,Browar,Stanikówka,Stanikówka,nadludzkie
175671,JAGODA,BUČAR,K,ogr,TOMASZUNAS,NICOLA,OKTAWIAN,3511.2.3,Więziki,Więziki,Więziki,średnie
341090,HANNA,SZAWIŃSKA,K,ogr,RAUBA,VIVIANA,MARCELI,3545.12.20,Bugaj,Stypin,Stypin,średnie
558860,GLORIA,ROHOWSKA,K,ogr,KASZKAROT,TATIANA,HENRYK,3549.12.21,Łęg,Zborówek,Zagroda,wyższe
217860,KLAUDIUSZ,KIBORT,M,ogr,FRUCHTLANDER CASPI,NEL,PRZEMYSŁAW,3501.8.22,Łęgi,Łęgi,Łęgi,wyższe
743806,IWO,NEHR,M,ogr,DOONAN,MARIA,ALEKSANDER,3527.4.29,Zemborzyn Pierwszy,Zemborzyn Pierwszy,Zemborzyn Pierwszy,nadludzkie
291354,JOLANTA,KIEBUZIŃSKA,K,ogr,SROKOS,MICHALINA,PAWEŁ,3537.11.23,Bożackie Olendry,Bożackie Olendry,Bożackie Olendry,brak
180325,AUGUST,DYLIS,M,ogr,BOKSZYŃSKA,STELLA,MICHAEL,3519.3.1,Maczków,Cekcyn,Cekcyn,podstawowe
134402,CARMEN,SCHUTTER,K,ogr,SENKIN,EMILIA,KORNELIUSZ,3511.2.28,Zaszków-Kolonia,Szewo,Szewo,wyższe
424096,SANDRA,CZUMAŁOWSKA,K,ogr,JANASIK,OKSANA,WILHELM,3503.9.30,Morgi,Chełsty,Chełsty,podstawowe
416067,BRAYAN,SZPICZKO,M,ogr,VAN MAAREN,MIRIAM,MACIEJ,3508.11.25,Galumin,Galumin,Galumin,średnie
246743,KAZIMIERZ,KLIMCZEWSKI,M,ogr,GASALLA GOŚCINIAK,MATYLDA,PHILIP,3533.2.16,Pawłówek,Pawłówek,Pawłówek,brak
381687,JOWITA,KORCZAK-ZIOŁKOWSKA,K,ogr,TULASZ,AGATA,KSAWIER,3528.3.28,Stare Garbowo,Stare Garbowo,Stare Garbowo,średnie
968870,VIVIANA,AKHARATH,K,ogr,STRYIŃSKA,JADWIGA,DAWID,3508.11.25,Bielawy,Bielawy,Bielawy,średnie
169817,NATHAN,KUPEC,M,ogr,SIARCZYŃSKA,JUSTYNA,JONATAN,3537.12.17,Lipków,Lipków,Lipków,średnie
585666,MIŁOSZ,PERISTERAS,M,ogr,JASINSKA,LUCYNA,FILIP,3518.2.22,Koło Szosy,Koło Szosy,Koło Szosy,średnie
876438,KARINA,RUMBUĆ,K,ogr,MENDRALA,SOFIA,KORNEL,3544.2.1,Nowe Linie,Wychylówka,Wychylówka,podstawowe
811732,NICOL,LUKSZTET,K,ogr,KOSIOREK-KUBICKA,IWONA,IRENEUSZ,3539.4.9,Zawady,Zawady,Zawady,brak
836640,KONSTANCJA,WIENKE,K,ogr,KARWASZ-GAMALCZYK,MARCELA,PRZEMYSŁAW,3507.2.20,Nowe Brody,Borysew,Borysew,podstawowe
987233,MARCJANNA,GABRJOŃCZYK,K,wiedźma,KAJACZ,ZOFIA,SERGIUSZ,3536.7.6,Kiedrowice,Kiedrowice,Kiedrowice,podstawowe
960808,ANATOL,DOMANOWICZ,M,ogr,STRUB,ALEKSANDRA,PHILIP,3544.12.17,Klimasory Dolne,Turnawiec,Turnawiec,wyższe
113072,DANIELA,RĘBELSKA,K,ogr,SZLASKI,LARA,LEON,3544.1.17,Kolenisty,Kolenisty,Kolenisty,brak
919458,GUSTAW,SZAFRUGA,M,ogr,GĄGAŁKA,MAYA,ALEKSANDER,3512.11.18,Warzechowa,Warzechowa,Warzechowa,wyższe
266586,MALWINA,JUSTIAN,K,ogr,BUDZIEWSKA,WIOLETTA,JÓZEF,3507.6.17,Chełchy-Klimki,Podjaworze,Podjaworze,podstawowe
392718,DARIA,KRAŚNIENKO,K,ogr,TOSIK-WARSZAWIAK,LILIANNA,ZACHARY,3544.4.17,Przytoka,Przytoka,Przytoka,nadludzkie
266302,JANUSZ,OGBOLU,M,ogr,RUTZKA,EDYTA,OLEG,3506.7.25,Osiek,Nowa Wieś,Nowa Wieś,wyższe
305568,KORNEL,BŁASIŃSKI,M,ogr,WIERZOWIECKA,WIOLETTA,MIROSŁAW,3510.7.10,Śmiarowo,Śmiarowo,Śmiarowo,brak
432098,GLORIA,BIZIAK,K,ogr,KNEBLOCH,TOLA,MILAN,3517.8.7,Szczawno Rożdżalskie,Secówka,Szymanowice,wyższe
578776,KINGA,KALUŻYŃSKA,K,ogr,KOEBCKE,NOEMI,KACPER,3521.10.2,Zawada,Zawada,Zawada,podstawowe
926585,LILIANNA,CHAMIENIA,K,ogr,KASUM,ESTERA,TADEUSZ,3544.6.22,Dudki-Kolonia,Niedojady,Niedojady,podstawowe
676848,SANTIAGO,WOJTYSEK,M,ogr,STANECKO,HALINA,BENEDYKT,3502.5.14,Kruchowo,Kruchowo,Kruchowo,podstawowe
341354,AGATA,SUCHY,K,ogr,SIERGOŃ,AMELIA,GNIEWOMIR,3541.6.27,Folwark-Lizaki,Pod Płocicz,Mutówka,wyższe
704887,LILIANNA,SLEPTSOVA,K,ogr,HEYNEMANN,GRETA,MIŁOSZ,3511.9.15,Siedliska Drugie,Siedliska Drugie,Siedliska Drugie,brak
267063,FELIKS,JEWIERSKI,M,ogr,PRANCZKE,KAMILA,SZYMON,3527.10.12,Silno,Klimasy,Klimasy,brak
778706,KAJA,DOMURACKA,K,ogr,KARCZEMNA,JULIANNA,MIKOŁAJ,3524.11.19,Świerczewo,Świerczewo,Świerczewo,podstawowe
361574,ROZALIA,GWOŹDZIŃSKA,K,ogr,ROTOKLA,MELISA,KASJAN,3535.12.30,Krzyżówki,Domaniewice,Domaniewice,wyższe
813187,WANDA,NIERLE,K,ogr,DUSHKU,STEFANIA,BRAJAN,3547.5.19,Świerkówka,Świerkówka,Świerkówka,średnie
945787,AGATA,OLEARSKA,K,ogr,HELEZIAK,SABINA,KLAUDIUSZ,3525.11.30,Lubichowo,Lubichowo,Lubichowo,nadludzkie
256915,RITA,KUDALSKA,K,goblin,SYZONIUK,OLA,JANUSZ,3539.2.12,Leonówka,Leonówka,Leonówka,wyższe
527116,KAROL,EL'BIEV,M,ogr,KRIGER,HONORATA,LEOPOLD,3528.3.24,Białobrzegi,Białobrzegi,Białobrzegi,nadludzkie
204816,MATYLDA,FEDEROWSKA,K,hobbit,KRASKIEWICZ,JOLANTA,MIROSŁAW,3525.9.21,Stróżek,Stróżek,Stróżek,podstawowe
199143,ANASTAZJA,HOPKALO,K,ogr,REINSTEIN,EMILIA,KRYSTIAN,3505.3.12,Skoki,Skoki,Skoki,nadludzkie
458631,KRZYSZTOF,CZYŻNIKIEWICZ,M,ogr,LEWANDOWSKA-MAZUR,NOEMI,JOACHIM,3549.11.26,Marianka,Marianka,Marianka,średnie
835919,JAGODA,MANCA,K,ogr,JASTREBSKA,NOEMI,WITOLD,3525.8.25,Brzeziny,Brzeziny,Brzeziny,wyższe
425141,ŻANETA,BŁASZCZYK-NOWICKA,K,krasnal,PARCHOMIUK,SOFIA,KAMIL,3530.12.14,Bagienka,Bagienka,Bagienka,brak
757310,MATYLDA,GRYCECZKO,K,ogr,SATNER,BRYGIDA,SEWERYN,3511.2.9,Mogilno Duże,Misie,Kopry,nadludzkie
349975,DANIELA,STERENGA,K,ogr,STASIEJ,ANTONIA,FILIP,3520.3.29,Skotnica,Skotnica,Skotnica,średnie
479532,SELENA,PANERT,K,ogr,RYMANOWSKA SAFIN,OLIVIA,SZYMON,3543.5.16,Jezierzyce,Chełm,Chełm,podstawowe
219896,JANINA,DOMAŃSKA-KUĆ,K,chochlik,NADBRZEŻNA,EWA,ALEX,3537.10.18,Rojków,Przytoczna,Szczyglice,nadludzkie
253108,INKA,ABRAMKIEWICZ,K,gnom,SEEBÖRGER,FAUSTYNA,CYPRIAN,3505.9.19,Solarnia,Na Szmaciarni,Góra,brak
904717,ANIELA,NGUYEN THI XUAN,K,ogr,WŁODARZEWSKA,INEZ,KAJETAN,3503.8.27,Działdowo,Działdowo,Działdowo,nadludzkie
181464,ZOFIA,STEPNIOWSKA,K,ogr,KALUZHSKA,TAMARA,LEOPOLD,3528.5.26,Piekło,Piekło,Piekło,brak
458453,PATRYCJA,RYTELEWSKA,K,ogr,AHEYEVA,FAUSTYNA,JEREMI,3504.8.16,Więcków,Rąpin,Podedwór,średnie
455409,LEONARDO,DERKIEWYCZ,M,ogr,LEBOWA,DAGMARA,KRYSPIN,3540.10.14,Bukowiny,Bukowiny,Bukowiny,podstawowe
582046,MAJA,HRYDOWYJ,K,ogr,MULTANI,JAŚMINA,MAXYMILIAN,3501.5.23,Pająki,Pająki,Pająki,średnie
739319,NADIA,SUSKIEWICZ,K,ogr,SAUGUT,JANA,MARTIN,3548.5.19,Brejdyny,Pod Polaną,Kraskowszczyzna,nadludzkie
467572,FAUSTYNA,TYMCZYSZYN,K,ogr,MATAŁYGA,JADWIGA,NATHANIEL,3508.11.13,Bernardowo,Sikory,Dział,brak
337184,ANATOL,ZAMKUTOWICZ,M,ogr,HOLOWATINC,KARINA,KRZYSZTOF,3521.6.16,Teresin,Teresin,Teresin,brak
539203,DALIA,GWIŻDŻ,K,ogr,MECHELEWSKA,ALICJA,KRYSTIAN,3502.2.10,Wieska-Kolonia,Kliny,Słowienkowo,podstawowe
527007,RITA,SANTOREK,K,ogr,HEKKING,MARIANNA,IRENEUSZ,3511.11.30,Juraszowa,Juraszowa,Juraszowa,nadludzkie
198613,ALBERT,PIWOROWICZ,M,ogr,CZYNCIEL,DAGMARA,TEOFIL,3512.9.9,Podjanie,Budzisk,Tomarynki,nadludzkie
644275,ANTONINA,TARNIOWY,K,ogr,VETCHINKINA,IDA,KAROL,3548.4.25,Bzury,Bzury,Bzury,nadludzkie
681230,WANESSA,PEIRIS,K,hobbit,BRATCZUK,MAJKA,KORDIAN,3546.6.4,Krynki Borowe,Krynki Borowe,Krynki Borowe,brak
819893,ROCH,KOLBE,M,ogr,TIMMERS,DOBRAWA,FELIKS,3524.7.22,Ogardy,Ogardy,Ogardy,brak
399456,OLA,ZIGOURAS,K,ogr,APANOWICZ,FRANCISZKA,WINCENTY,3526.4.21,Jagielnica,Jagielnica,Jagielnica,wyższe
720659,ESTERA,NUSZY,K,ogr,STEJSKALOVÁ,ZOFIA,MARCELI,3517.1.17,Bogaczówka,Bogaczówka,Bogaczówka,brak
300570,MIŁOSZ,SALOUHI,M,ogr,CAMA HINOJOSA,POLA,SAMUEL,3536.6.2,Falsztyn,Zarzecze,Nasierowo Górne,podstawowe
573709,NATHANIEL,DADOIAN,M,ogr,METOCHIR,NAOMI,SŁAWOMIR,3532.4.23,Pod Górami,Świnia Góra,Mnisztwo,średnie
586532,ALICJA,HAŁĘZA,K,ogr,DE COSTRES,ROXANA,EMILIAN,3522.7.14,Górka,Górka,Górka,wyższe
792662,FRANCISZEK,SOPORSKI,M,człowiek,FALDA,HALINA,BRUNO,3520.9.27,Nowe Kowalewo,Dół,Tarda,wyższe
671804,NIKOLA,PASINIEWICZ,K,ogr,OWIJAN,ARIANNA,XAVIER,3545.9.27,Dębiany,Zaliwie-Szpinki,Poczyśle,wyższe
450800,SARA,CYCAN,K,chochlik,BECZKOWSKA,NAOMI,BENJAMIN,3529.6.10,Sieje,Pole,Olszewo,brak
567729,JOLANTA,FEDONISZYN,K,ogr,TAM,OLA,MARCEL,3547.10.20,Nowa Rzeczyca,Łukomszczyzna,Łukomszczyzna,podstawowe
541373,KEWIN,OGUNSOLA,M,wiedźma,HALBE,AMANDA,MAKSYM,3516.7.5,Wierzbin,Wierzbin,Wierzbin,średnie
270117,MARIA,BOŻEWSKA,K,ogr,CHAJMIK,JUDYTA,BRONISŁAW,3513.9.22,Sordylówka,Nieżurawa,Nieżurawa,podstawowe
423179,BRONISŁAW,GORYCA,M,ogr,SILVESTRI,GABRIELA,NORBERT,3537.3.20,Brzezie,Brzezie,Brzezie,podstawowe
285333,AUGUST,KALLA,M,ogr,WALCZAK-BOGUSZ,INES,SAMUEL,3517.3.1,Koniec Górny,Koniec Górny,Koniec Górny,średnie
730348,MAGDALENA,SHESTOPAL,K,elf,RAKWALSKA,MIRIAM,AUGUST,3538.5.14,Stypułki-Borki,Proszenie,Proszenie,wyższe
677170,BRUNO,KARPLYUK,M,hobbit,KIRAL,GRETA,WINCENTY,3517.6.22,Obszarniki,Obszarniki,Obszarniki,brak
773213,SYLWIA,ŁASZOK,K,ogr,CHORBUTOWICZ,ANIKA,BENEDYKT,3538.11.23,Komorowo,Pasieka,Stara Huta,brak
698430,PAULA,IDASZEK,K,ogr,MILESZKO,AMELIA,VINCENT,3528.10.27,Komierówko,Poręba,Poręba,brak
273336,LUCYNA,HOLIAK,K,ogr,SPLETETESER,ROXANA,BŁAŻEJ,3503.8.28,Drzewce,Drzewce,Drzewce,brak
132435,BRYAN,JANCZUKOWICZ,M,ogr,RUSINEK,GLORIA,DIEGO,3508.2.7,Nieciki,Nieciki,Nieciki,wyższe
850625,MALINA,MICELI,K,ogr,KOSIŁOWICZ,MALWINA,KORNELIUSZ,3516.2.22,Łosośna Wielka,Łosośna Wielka,Łosośna Wielka,nadludzkie
543668,SYLWIA,ŁUPINKA,K,elf,KATAFIAS,AGNIESZKA,LUDWIK,3515.4.20,Bartążek,Bartążek,Bartążek,nadludzkie
917905,TEOFIL,FEILBOGEN,M,człowiek,LUŚNIEWSKA,MARIA,KOSMA,3509.8.26,Parchule,Parchule,Parchule,średnie
844027,LILIANNA,SOWŁOWIEC,K,ogr,ULASIUK,CELINA,NATHAN,3549.4.8,Biadaszka,Biadaszka,Biadaszka,średnie
978961,MARTA,BAZIUK-KLOTZ,K,chochlik,SAYKIEWICZ,NATALIA,MAKSYM,3542.12.24,Supienie,Tajsy,Tajsy,brak
840638,KAJETAN,WYWIÓRSKI,M,ogr,ANTMAŃSKA,ADRIANA,TYMON,3546.2.12,Dąbrowa,Zachajek,Zachajek,podstawowe
131908,DOMINIK,TSZAN,M,ogr,FORNALSKI,NIKOLA,MAKSYM,3545.5.6,Żuków,Szczyptówka,Szczyptówka,brak
679766,WIKTOR,KULAWIEC-BĄK,M,krasnal,BRONYTSKA,KALINA,KOSMA,3539.1.25,Miasteczko,Miasteczko,Miasteczko,podstawowe
465752,GRETA,WABNIK,K,elf,DZIURYK,MILENA,ZBIGNIEW,3519.3.10,Morawa,Korytniki,Wilczek,brak
321776,MAYA,BLACKMAN,K,ogr,ZWIDRYN,LAURA,BORYS,3506.11.9,Chrząstowo,Chrząstowo,Chrząstowo,brak
327742,MALINA,KORCZOWICZ,K,ogr,SCHIPP,NICOLA,SEWERYN,3548.6.25,Nowa Wieś,Wsola,Kamienna,średnie
507701,LILIANA,GAJDER,K,krasnal,SAWONIEWICZ,PAULA,NATHANIEL,3539.9.22,Budowa,Budowa,Budowa,wyższe
900474,LEONARD,GALIDEROWICZ,M,ogr,BEDIUKH,NIKOLA,PATRYK,3545.2.21,Wola Błońska,Wola Błońska,Wola Błońska,podstawowe
417537,NOEMI,GRZEBIENIUK,K,wiedźma,GRUCHALLA,ADELA,ADAM,3535.7.21,Grabowiec,Odrzykożuch,Odrzykożuch,podstawowe
206055,KARINA,PŁOCIEŃCZAK,K,ogr,MECHNYK,MONIKA,WŁADYSŁAW,3548.1.7,Feliksowo,Kiertyny Małe,Kiertyny Małe,wyższe
131381,EDWARD,TEUS,M,ogr,KERESZ,INGA,TYTUS,3520.2.12,Kluczewnica,Kluczewnica,Kluczewnica,wyższe
159871,DOMINIKA,PLESHKO,K,ogr,NIU,EMMA,DONATAN,3506.3.10,Siedlanka,Mała Góra,Mała Góra,wyższe
671496,KALINA,SHPANIN,K,ogr,OXLEY,BARBARA,DONATAN,3545.6.4,Stawki,Stawki,Stawki,nadludzkie
457066,HELENA,CHECHŁOWSKA,K,gnom,DORCZYK,LILIANNA,ARTUR,3507.12.3,Kolonia Zuzanny,Kolonia Zuzanny,Kolonia Zuzanny,brak
279021,DAMIAN,WOŁOSZYNOWSKI,M,ogr,SMOLENIOWSKA,JOLANTA,KRYSPIN,3543.6.22,Hańcza,Wysoka,Grzyby,brak
363183,DOROTA,NOWACKA-WOŹNIAK,K,ogr,BARNIECKA,OKSANA,IGOR,3520.3.12,Godzianów,Ruda,Ruda,średnie
976625,GLORIA,SMOLANA,K,ogr,JETSCHIN,FAUSTYNA,KOSMA,3505.10.28,Podkochów,Podkochów,Podkochów,wyższe
907583,TADEUSZ,SIEK-ZAGÓRSKI,M,krasnal,GOJSZYK,ALINA,MIROSŁAW,3541.9.27,Kolonia Posadów,Kolonia Posadów,Kolonia Posadów,średnie
703771,NIKODEM,MOOSMANN,M,ogr,KOTYLA,EWELINA,ADAM,3541.4.17,Klucze,Zalesie Drugie,Zalesie Drugie,średnie
857740,AGNIESZKA,PATERKA,K,chochlik,LEŹNICKA,ŻANETA,JÓZEF,3526.10.1,Stara Wieś,Kamionka Poprzeczna,Zielonagóra,wyższe
678837,OLIVIA,ZYGMANN,K,ogr,STEPINSKI,ANNA,GNIEWKO,3549.2.26,Napratki,Napratki,Napratki,podstawowe
884763,LUDWIKA,GROCHOLL,K,ogr,BEZKROVNA,VICTORIA,STEFAN,3505.2.6,Czersko Polskie,Czersko Polskie,Czersko Polskie,wyższe
938696,APOLONIA,ŻABÓWKA,K,ogr,SCHREYNER,LUIZA,EMANUEL,3502.8.8,Tomaszki,Tomaszki,Tomaszki,wyższe
225768,NAOMI,ONO,K,ogr,BUKOWIEŃSKA,NADIA,OLAF,3509.6.17,Siedlaki,Włostowice,Przybysławice,brak
976361,WOJCIECH,ODYNIECKI,M,ogr,GREBIASZKOW,NICOL,TEODOR,3529.11.1,Żerdź,Wierzchowiny Stare,Łaznowska Wola,nadludzkie
528454,KLAUDIUSZ,IMIOLSKI,M,ogr,SKRYPICHAYKO,ANITA,HUGO,3531.2.2,Krzyżówki,Krzyżówki,Krzyżówki,średnie
100061,MICHALINA,DOMASZEWICKA,K,ogr,BANADYK,DANIELA,GABRIEL,3504.8.4,Środa Śląska,Środa Śląska,Środa Śląska,nadludzkie
842287,MELANIA,BŁASIAK-WAL,K,ogr,ROŻYŃSKA SANHÁ,FRANCISZKA,ARKADIUSZ,3532.2.15,Kosuty,Kosuty,Kosuty,podstawowe
535886,SARA,ROTHKOEGEL,K,ogr,KONKIEL,MARIANNA,BRAJAN,3535.3.3,Sieniczno,Sieniczno,Sieniczno,wyższe
